	species	caste	ID_number	date_of_collection	investigator	collection_site	Region	Latitude	Longitude	Forage_Plant	Temperature 	Wind	r.H.	H.I.	Time_of_Day	date_of_dissection	date_of_DNA_extraction	Concentration	Purity	QPCR_Concentration	QPCR_Purity	DNA_Storage	QPCR_Order	Year	CBombiConc	site_collapsed	site_collapsed_10k	Positive	days_Since_May1	faithpd	PC1	PC2	site_trip	Gammaproteobacteria	Alphaproteobacteria	Betaproteobacteria	Bifidobacterium	Bombiscardovia	Lactobacillus	Apibacter	Snodgrassella	Gilliamella	Schmidhempelia	core	Pseudomonadota	date_no_year	Month	site_year	trip_int
141	bim	W	TWM180719-003	7/19/18	TM	Brown Family Farm	MDI	44.3288	-68.2073		75.0	1.5			13:23	7/25/18	10/30/18	40.7	1.95	40.7	1.95	2018_2	152.0	2018	15071.928392949200	MDI_Acadia	MDI_Bar_Harbor	1.0	79	3.075145097738790	-0.03759698460191930	0.06699294582439440	Brown Family Farm7/19/18	0.45008542453643500	0.02492202072132790	0.5124218247934920	0.0	0.00782143920751109	0.0	0.0	0.5122650825248050	0.4484709791689530	0.0	0.9685575009012680	0.9874292700512550	7/19/23	July	MDI_Acadia2018	54
142	imp	W	MPS180619-010	6/19/18	TM											6/20/18	11/6/18	69.1	2.02	69.1	2.02	2018_3	164.0	2018	4278.515435862580	No_Site	No_Site	1.0	49	3.187665804156680	0.03486860215563810	-0.1274171700063380		0.5272290164105780	0.25105645895862300	0.15192103809225200	0.0	0.0011199211575505100	0.0	0.056384297212142900	0.15118935626931900	0.00011945825680538800	0.518314443996476	0.7271274768922930	0.9302065134614520	6/19/23	June	No_Site2018	50
146	bor	W	MY180802-002	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/20/18	53.1	1.98	53.1	1.98	2018_2	116.0	2018	3850.317029027700	Swans_Island_ME	Swans_Island_ME	1.0	93	4.576567588712070	-0.02840129929904060	0.03438704707802280	Swans Island; Roadside8/2/18	0.4328389583090040	0.02496788508700220	0.37528903421698	0.0647436646035268	0.0018451477285997900	0.03596870255751490	0.05040289618124490	0.37491533341118800	0.4279341352329790	0.00018685040289618100	0.9559967301179490	0.8330958776129860	8/2/23	August	Swans_Island_ME2018	52
147	tern	W	MY180802-004	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/23/18	18.8	1.82	40.8	1.96	2018_2	129.0	2018	0.0	Swans_Island_ME	Swans_Island_ME	0.0	93	2.332240609018020	-0.11658402716363700	-0.10137447856965700	Swans Island; Roadside8/2/18	0.9764070238631250	0.014317874831157100	0.0008104457451598380	0.0	0.0	0.0	0.005827490834244550	0.0005017045089084710	0.07573165240882490	0.8970347977101690	0.979095645462147	0.9915353444394420	8/2/23	August	Swans_Island_ME2018	52
148	vag	M	TWM180802-004	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/30/18	24.9	1.97	48.5	2.08	2018_2	141.0	2018	0.0	Swans_Island_ME	Swans_Island_ME	0.0	93	2.720253583985360	0.4438221590304560	-0.1253211038696630	Swans Island; Roadside8/2/18	0.07196752626552050	0.894603629417383	0.004680038204393510	0.0	0.0004297994269340970	0.0	0.0	0.0017191977077363900	0.0028653295128939800	0.0012416427889207300	0.006255969436485200	0.9712511938872970	8/2/23	August	Swans_Island_ME2018	52
149	bim	W	MY180719-006	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	8/6/18	10/30/18	46.1	1.97	46.1	1.97	2018_2	153.0	2018	1.0953730898091200	MDI_Southwest_Harbor	MDI_Southwest_Harbor	0.0	79	3.331591136692130	0.31500386794268000	-0.03277528829922490	Manset Union Church7/19/18	0.4087650323774280	0.5146854764107310	0.05851063829787230	0.0	0.0	0.0	0.0	0.00196577243293247	0.0	0.00578168362627197	0.00774745605920444	0.9819611470860310	7/19/23	July	MDI_Southwest_Harbor2018	41
15	bor	M	JLS180814-018	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/11/18	22.6	1.83	39.6	1.59	2018_1	15.0	2018	51172.414103119500	Allen_Island	Allen_Island	1.0	105	6.009419006823990	0.060520127796371700	0.03379212693321150	Allen Island; Garden8/14/18	0.8606898380654040	0.12250343924552100	0.0014254222399018800	0.005884010408897290	0.0	0.0011105033729468100	0.0	0.0014254222399018800	0.019640992491671200	0.00043094160741219600	0.028491870120829400	0.9846186995508260	8/14/23	August	Allen_Island2018	43
150	bim	M	TWM180724-007	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	11/6/18	35.3	2.13	35.3	2.13	2018_3	165.0	2018	788.2182881030630	Allen_Island	Allen_Island	1.0	84	5.371102501752690	0.42616345197422200	-0.12372444330347800	Allen Island7/24/18	0.12810376775787500	0.856886967263743	0.008029647930821500	0.0	0.0002470660901791230	0.0	0.0	0.00030883261272390400	0.0010500308832612700	0.0005558987029030270	0.002161828289067330	0.9930203829524400	7/24/23	July	Allen_Island2018	40
154	vag	W	DRA180720-003	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	10/20/18	24.7	1.97	44.5	1.74	2018_2	118.0	2018	137315.2372989570	Monhegan_Island	Monhegan_Island	1.0	80	3.868147021113210	0.07709842566331370	0.0879403954050524	Monhegan Island7/20/18	0.8968080454744210	0.06205032396549670	0.035377827244902000	0.0	0.0	0.0	0.0	0.029097269149739600	0.0	0.0	0.029097269149739600	0.9942361966848190	7/20/23	July	Monhegan_Island2018	47
155	imp	W	MY180703-007	7/3/18	TM	Bingham	Somerset	44.9787	-69.8669						15:45	7/6/18	10/23/18	52.5	1.92	52.5	1.92	2018_2	130.0	2018	0.0	Solon_ME	Solon_ME	0.0	63	3.407995612170900	0.22519486996283300	-0.17451642274848000	Bingham7/3/18	0.009054895302773060	0.09762308998302210	0.004999056781739300	0.0	0.0	0.12176947745708400	0.7658932276928880	0.004244482173174870	0.0026410111299754800	0.0	0.8945481984531220	0.11167704206753400	7/3/23	July	Solon_ME2018	55
156	bim	Q	DRA180509-001	5/9/18	TM	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661							8/6/18	10/30/18	79.7	1.99	79.7	1.99	2018_2	142.0	2018	0.0	Colby_College	Colby_College	0.0	8	6.283891350096780	0.3332123170421660	-0.07775534615680420	Eustis Parking Lot; Colby College 5/9/18	0.09872958257713250	0.25045372050816700	0.009618874773139750	0.0	0.0	0.0	0.0	0.0029038112522686000	0.0018148820326678800	0.0	0.004718693284936480	0.35880217785843900	5/9/23	May	Colby_College2018	37
157	tern	W	TWM180703-006	7/3/18	TM	Bingham	Somerset	44.9787	-69.8669						15:45	7/6/18	10/30/18	31.5	1.95	31.5	1.95	2018_2	154.0	2018	3.747530787527730	Solon_ME	Solon_ME	0.0	63	5.12768581588205	0.15756732698581600	-0.19094179748302600	Bingham7/3/18	0.5562862135565160	0.4387933413041480	0.003816793893129770	0.0	0.0	0.0	0.0	0.0005518256231030990	0.0006437965602869490	0.05909132714062360	0.06028694932401360	0.9988963487537940	7/3/23	July	Solon_ME2018	55
158	bor	M	TWM180711-012	7/11/18	TM	Beddington	Washington	44.8502	-68.0607		75.0	0.0			14:27	7/25/18	11/6/18	11.4	1.95	25.5	1.95	2018_3	166.0	2018	0.9777206717279570	Beddington	Beddington_ME	0.0	71	4.303035478718680	-0.027111692640961900	-0.07516947896691410	Beddington7/11/18	0.7537181799959910	0.10354780517137700	0.1295049108037680	0.012567648827420300	0.0	0.0	0.0	0.12888354379635200	0.7251352976548410	0.0	0.866586490278613	0.9867708959711370	7/11/23	July	Beddington2018	45
16	ruf	M	DRA180814-002	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	10/18/18	25.2	1.98	25.2	1.98	2018_2	87.0	2018	18043.28847170770	Allen_Island	Allen_Island	1.0	105	5.958297094584530	-0.07425423350065420	-0.1095360833906360	Allen Island; Trail8/14/18	0.8192598048241580	0.017443073712637300	0.025458785981709900	0.028785367949426100	0.0	0.03263978395630030	0.03747621678021240	0.025458785981709900	0.7781501258209050	0.0	0.9025102804885530	0.8621616645185050	8/14/23	August	Allen_Island2018	49
161	terri	W	MY180703-005	7/3/18	TM	Northeast Somerset	Somerset	45.4805	-70.0645		82.0	2.0			14:00	7/6/18	10/19/18	51.0	1.99	51.0	1.99	2018_2	105.0	2018	0.5257619937387310	S_Jackman_ME	S_Jackman_ME	0.0	63	1.70200644927227	-0.06128960266049640	0.06250082425694860	Northeast Somerset7/3/18	0.5031206874921590	0.0	0.4950445364446120	0.0016465939028980100	0.0	0.0	0.0	0.4950445364446120	0.5028540960983570	0.0	0.9995452264458660	0.9981652239367710	7/3/23	July	S_Jackman_ME2018	56
162	tern	W	MY180802-007	8/2/18	TM	Swans Island; Quarry	Swans Island	44.1399	-68.4339	rosa rugosa	72.0	1.5			13:56	8/3/18	10/20/18	20.0	2.06	35.8	1.62	2018_2	117.0	2018	50065.95654359280	Swans_Island_ME	Swans_Island_ME	1.0	93	1.78833680872585	0.07313396092276970	0.1618079048402260	Swans Island; Quarry8/2/18	0.07356348470806300	0.09981464318813720	0.8020389249304910	0.0	0.02458294717330860	0.0	0.0	0.801923076923077	0.07022706209453200	0.0021779425393883200	0.8989110287303060	0.9754170528266910	8/2/23	August	Swans_Island_ME2018	57
163	bim	W	TWM180711-005	7/11/18	TM	Love Lake Road	Washington	45.0037	-67.5528		70.0				13:14	7/25/18	10/23/18	43.7	1.84	43.7	1.84	2018_2	131.0	2018	0.0	Love Lake Road	Crawford_ME	0.0	71	4.205762724436910	-0.005161671280051340	0.16288413087687000	Love Lake Road7/11/18	0.16431997524369500	0.0	0.8280597245861060	0.0	0.007233482902676780	0.0	0.0	0.8280597245861060	0.16370106761565800	0.0006189076280365160	0.9996131827324770	0.9923796998298010	7/11/23	July	Love Lake Road2018	42
164	imp	W	MY180719-004	7/19/18	TM	Asticou	MDI	44.2995	-68.2795		70.0	2.0			14:13	7/25/18	10/30/18	42.4	2.0	42.4	2.0	2018_2	143.0	2018	0.0	MDI_Northeast_Harbor	MDI_Northeast_Harbor	0.0	79	3.978569187974890	-0.0953213775447318	-0.14749574863520100	Asticou7/19/18	0.8063065888798280	0.03956255358300400	0.004558476047090310	0.0	0.005269431026911740	0.0	0.1442402191414170	0.004307550760094520	0.7931957426342970	0.004119356794847670	0.9511323003575680	0.850427618509922	7/19/23	July	MDI_Northeast_Harbor2018	38
165	vag	W	MY180703-008	7/3/18	TM	Bingham	Somerset	44.9787	-69.8669						15:45	7/6/18	10/30/18	63.6	2.07	63.6	2.07	2018_2	155.0	2018	26.67287625010980	Solon_ME	Solon_ME	0.0	63	2.692699549470210	-0.010204828497543400	0.08432576426676100	Bingham7/3/18	0.267393301595256	0.03649878894178570	0.5145326985717870	0.0	0.008101561847490190	0.014490937943706700	0.1583145410506970	0.5143238954313870	0.25599265012945800	0.00029232439655892400	0.9515159107992980	0.8184247891088280	7/3/23	July	Solon_ME2018	55
166	terri	M	TWM180711-008	7/11/18	TM	Little Pembroke Brook	Washington	44.911	-67.8002		75.0	0.0			13:52	7/25/18	11/6/18	17.5	2.09	35.5	1.89	2018_3	167.0	2018	2.602296903613180	Little Pembroke Brook	Pickerel_Lake	0.0	71	1.7002404761688	-0.030984148325318500	-0.12121782429687200	Little Pembroke Brook7/11/18	0.8332847235724930	0.1270497115820860	0.03909845096895460	0.0	0.0	0.0002592520578132090	0.0	0.03657074340527580	0.6303713785728170	0.18766608334953700	0.854867457385443	0.9994328861235340	7/11/23	July	Little Pembroke Brook2018	39
17	imp	W	TWM180731-003	7/31/18	TM	Eustis Parking Lot; Colby College	Kennebec	44.563	-69.661		83.0	2.0			13:26	8/6/18	10/18/18	27.8	1.83	27.8	1.83	2018_1	78.0	2018	9.141919013877900	Colby_College	Colby_College	0.0	91	5.808002271901140	-0.09059148106912900	-0.07508232036405010	Eustis Parking Lot; Colby College7/31/18	0.6378582638772490	0.012723034024592800	0.1736275122278260	0.0024988953054290000	0.0004875893278885860	0.004312118118514680	0.14769385485075200	0.1736275122278260	0.5760410794008750	0.05991253866431000	0.964573587895595	0.8242088101296680	7/31/23	July	Colby_College2018	46
170	vag	W	TWM180802-003	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/20/18	22.8	2.01	41.4	1.63	2018_2	119.0	2018	526.9595953087280	Swans_Island_ME	Swans_Island_ME	1.0	93	5.236154220637100	0.397871513658079	-0.09956303371617580	Swans Island; Roadside8/2/18	0.22617250280037000	0.7610675497978860	0.008766376077533730	0.0	0.0	0.0	0.0	0.0003896167145570550	0.0006331271611552140	0.0017532752155067500	0.0027760190912190100	0.9960064286757900	8/2/23	August	Swans_Island_ME2018	52
171	bim	W	TWM180711-002	7/11/18	TM	Baileyville Big Stop	Washington	45.1235	-67.3506		70.0	1.5			12:37	7/25/18	10/23/18	42.1	1.88	42.1	1.88	2018_2	132.0	2018	0.0	Baring_ME	Baring_ME	0.0	71	3.468729711074970	-0.029912779181447800	0.12340928394290600	Baileyville Big Stop7/11/18	0.302705400474994	0.0	0.6950400991291780	0.0	0.0016005231817712500	0.0	0.0	0.6950400991291780	0.3021374728943660	0.0003441985337142460	0.9991222937390290	0.9977454996041720	7/11/23	July	Baring_ME2018	48
172	tern	W	TWM180724-028	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							8/6/18	10/30/18	20.1	2.08	49.4	2.0	2018_2	144.0	2018	0.0	Allen_Island	Allen_Island	0.0	84	2.827855829240490	-0.034100863694813900	-0.1433236259455640	Allen Island7/24/18	0.8597160540489470	0.13475621279410400	0.003200888216951720	0.00010630256071057400	0.0	0.0	0.0	0.0014055560805064700	0.07556930926958330	0.7436100349617310	0.8206912028725310	0.997673155060002	7/24/23	July	Allen_Island2018	40
173	vag	W	DRA180720-001	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	11/6/18	25.7	1.8	25.7	1.8	2018_2	156.0	2018	120500.5344125680	Monhegan_Island	Monhegan_Island	1.0	80	5.721899114287600	0.08116068209177070	0.09099427092584050	Monhegan Island7/20/18	0.9321409677288080	0.05817360517641310	0.009319171448337610	0.0	0.0	4.06950718268018E-05	0.0	0.001465022585764860	0.0003052130387010130	0.0	0.001810930696292680	0.9996337443535590	7/20/23	July	Monhegan_Island2018	47
174	vag	W	TWM180629-008	6/29/18	TM	Round The Island Rd	Vinalhaven	44.074	-68.8397						12:40	7/2/18	11/6/18	21.5	1.92	41.9	1.87	2018_2	168.0	2018	5.941602422497060	Vinalhaven_ME	Vinalhaven_ME	0.0	59	3.366745483546090	0.008328420918611650	0.12426949387527700	Round The Island Rd6/29/18	0.24506574109480200	0.04894549519075210	0.6992528752536990	0.0	0.00608877253875342	0.0	0.0	0.6989587316527930	0.24158013942406700	0.0002059005206341740	0.9468335441362470	0.9932641115392530	6/29/23	June	Vinalhaven_ME2018	58
177	bor	W	TWM180724-016	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	10/19/18	36.3	2.0	36.3	2.0	2018_2	107.0	2018	1.39763884390296	Allen_Island	Allen_Island	0.0	84	1.918106245656080	-0.019222220799913400	0.13384640001183300	Allen Island7/24/18	0.2556664529259250	0.0	0.7403468175862170	0.0	0.0	0.0009060748836042260	0.002899439627533530	0.7403468175862170	0.251568206529315	0.0	0.9957205386266690	0.9960132705121410	7/24/23	July	Allen_Island2018	40
178	bor	W	TWM180802-006	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/3/18	10/20/18	39.8	2.0	39.8	2.0	2018_2	122.0	2018	29.53468574103160	Swans_Island_ME	Swans_Island_ME	1.0	93	2.31826676077456	-0.039396167975591300	0.036009388243265700	Swans Island; Roadside8/2/18	0.5220730706792120	0.026061759212386800	0.421945642117758	0.016146769773247000	0.0	0.010037181210396800	0.0	0.4217536264772110	0.5201180023391000	0.0	0.9680555797999550	0.9700804720093560	8/2/23	August	Swans_Island_ME2018	52
179	terri	W	MY180703-003	7/3/18	TM	Jackman	Somerset	45.6111	-70.2116		80.0	5.0			13:30	7/6/18	10/23/18	52.0	1.89	52.0	1.89	2018_2	133.0	2018	664.5962692277730	Jackman_ME	Jackman_ME	1.0	63	2.573202879712070	-0.0836346154562974	-0.004387667299218520	Jackman7/3/18	0.7025899280575540	0.0	0.2668345323741010	0.030215827338129500	0.0	0.0	0.0	0.2668345323741010	0.7022302158273380	0.00035971223021582700	0.9996402877697840	0.9694244604316550	7/3/23	July	Jackman_ME2018	53
180	bim	M	TWM180724-006	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	10/30/18	35.6	1.91	35.6	1.91	2018_2	145.0	2018	1229.3676854520300	Allen_Island	Allen_Island	1.0	84	6.245862146632520	-0.0072861327671324200	-0.13990285091711700	Allen Island7/24/18	0.6250399704833350	0.08950928545074410	0.05435985733612100	0.0	0.027917845283483000	0.0	0.09787234042553190	0.052638051900135300	0.00103308326159144	0.0	0.17946132087074200	0.7689091132702010	7/24/23	July	Allen_Island2018	40
181	imp	Q	DRA180529-025	5/29/18	TM	Port Clyde	Knox	43.927	-69.259							6/20/18	11/6/18	161.9	1.93	161.9	1.93	2018_2	157.0	2018	18156.72829698130	Coast_Port_Clyde_ME	Port_Clyde_ME	1.0	28	5.178813461591640	-0.06523856926729760	0.0681137878019167	Port Clyde5/29/18	0.46095009906464500	0.001796986591715430	0.5256416163664010	0.0	0.007234022946136480	0.0033175137077823300	0.0	0.5256416163664010	0.0009215315854950930	0.46002856747915000	0.9971432520849650	0.9883887020227620	5/29/23	May	Coast_Port_Clyde_ME2018	59
182	bim	W	MY180622-002	6/22/18	TM	Rumford	Oxford	44.521	-70.5519	Clover	76.0	0.0			15:00	6/25/18	11/6/18	44.1	1.9	44.1	1.9	2018_3	169.0	2018	2.5926422604205900	Rumford	Rumford	0.0	52	6.058053103595240	0.44205861907369800	-0.10795351563432200	Rumford6/22/18	0.0368997175141243	0.8629943502824860	0.08403954802259890	0.0	0.0	0.0	0.0	0.003884180790960450	0.0	0.0	0.003884180790960450	0.9839336158192090	6/22/23	June	Rumford2018	60
185	vag	W	DRA180720-005	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	10/20/18	57.3	2.0	57.3	2.0	2018_2	108.0	2018	37977.64665715790	Monhegan_Island	Monhegan_Island	1.0	80	7.878551494930500	0.16507449242850900	0.12481280561882400	Monhegan Island7/20/18	0.13359358056820600	0.18553459119496900	0.5528085014096730	0.00043374539145521600	0.0	0.0	0.0007590544350466280	0.5482541747993930	0.008674907829104320	0.0	0.5581218824549990	0.8719366731728480	7/20/23	July	Monhegan_Island2018	47
186	tern	W	MY180802-003	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/3/18	10/20/18	30.3	2.01	30.3	2.01	2018_2	121.0	2018	57537.00787622760	Swans_Island_ME	Swans_Island_ME	1.0	93	4.148448693138220	-0.007575464766260020	0.15629409282799900	Swans Island; Roadside8/2/18	0.2000186323830820	0.0	0.7563815912055150	0.0	0.04313396683435810	0.0	0.0	0.7563815912055150	0.16764486677846100	0.0	0.9671604248183340	0.956400223588597	8/2/23	August	Swans_Island_ME2018	52
187	bor	W	TWM180629-001	6/29/18	TM	Pequot Rd	Vinalhaven	44.0611	-68.7969		75.0	0.0			10:45	7/2/18	10/23/18	31.2	1.95	31.2	1.95	2018_2	134.0	2018	0.3597032744580640	Vinalhaven_ME	Vinalhaven_ME	0.0	59	3.159210787824480	0.06242688794831940	-0.10711158993582100	Pequot Rd6/29/18	0.5717397934730510	0.2112326260293670	0.11685765326129600	0.018561282732778500	0.0	0.046098209228356100	0.014901311489695400	0.11202126269007900	0.5482549779966020	0.0	0.7398370441375100	0.899830072763714	6/29/23	June	Vinalhaven_ME2018	61
188	tern	W	TWM180703-003	7/3/18	TM	West Forks	Somerset	45.3164	-69.9796		90.0	0.0			15:00	7/6/18	10/30/18	21.3	1.72	42.2	1.93	2018_2	146.0	2018	2.263151028320810	The_Forks_ME	The_Forks_ME	0.0	63	2.330955423867470	0.32288423630316300	-0.21534696626873300	West Forks7/3/18	0.04221264620525900	0.2699850496878020	0.0023744613490458200	0.0	0.0	0.0	0.68424061208337	0.0010553161551314700	0.001846803271480080	0.0	0.6871427315099820	0.31457215724210700	7/3/23	July	The_Forks_ME2018	62
189	vag	W	MY180626-008	6/26/18	TM	East Hancock	Hancock	44.63	-68.1405		73.0				15:40	6/28/18	11/6/18	37.4	1.8	37.4	1.8	2018_2	158.0	2018	2.812858866172080	East Hancock	East Hancock	0.0	56	3.336388427464090	0.27816391511142200	0.005603270194702550	East Hancock6/26/18	0.3381576843115310	0.43251239405085600	0.19742523588677400	0.0	0.02638733407964180	0.0	0.0	0.0008795778026547260	0.0	0.0	0.027266911882296500	0.9680953142491600	6/26/23	June	East Hancock2018	63
19	vag	M	MY180814-003	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/25/18	36.1	1.88	36.1	1.88	2018_1	54.0	2018	42916.64679251980	Allen_Island	Allen_Island	1.0	105	6.662677512855680	0.05271475132771590	0.10655034560819400	Allen Island; Trail8/14/18	0.981675183647397	0.012855317789843500	0.0006786969019482590	0.0008783136378153940	0.0	0.0	0.0	0.0006786969019482590	0.0005190035132545510	0.0005988502076014050	0.0026748642606196100	0.9952091983391890	8/14/23	August	Allen_Island2018	49
192	imp	W	MPS180619-011	6/19/18	TM											6/20/18	11/6/18	44.7	2.05	44.7	2.05	2018_3	171.0	2018	16378.493377855600	No_Site	No_Site	1.0	49	1.899630241099800	0.030716388069465600	0.20469011607591000		0.0014919347761220200	0.009425517350323840	0.9577519175749920	0.0	0.018166499921015200	0.0	0.0	0.9577519175749920	0.0001755217383672970	0.000982921734856862	0.9770768609692310	0.9686693697014380	6/19/23	June	No_Site2018	50
194	bim	W	FJ180607-005	6/7/18	MY	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661							6/12/18	11/13/18	46.2	1.8	46.2	1.8	2018_3	195.0	2018	1.430039737422510	Colby_College	Colby_College	0.0	37	3.921522869103160	0.23565843354275300	0.03594163177966030	Eustis Parking Lot; Colby College 6/7/18	0.33380436106712100	0.37278596662200000	0.28497990010963600	0.0	0.0	0.0	0.0	0.19890364234376900	0.0002192715312461930	0.0005116335729077840	0.19963454744792300	0.9915702277987580	6/7/23	June	Colby_College2018	64
